Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
7.994,28,58526.04,90.116,Visionary reciprocal circuit,Odomville,0,United Kingdom,2016-05-03 21:19:58,0
3.3329999999999997,45,53350.11,77.432,Pre-emptive value-added workforce,East Samanthashire,1,Guinea-Bissau,2016-01-17 09:31:36,1
5.0329999999999995,50,62657.53,53.279999999999994,Sharable analyzing alliance,South Lauraton,1,Micronesia,2016-03-02 04:57:51,1
6.231,47,62722.57,47.72,Team-oriented encompassing portal,Amandahaven,0,Turkey,2016-02-14 07:36:58,1
8.059999999999999,31,67479.62,71.02000000000001,Sharable bottom-line solution,Thomasview,0,Croatia,2016-04-07 03:56:16,0
6.519,36,75254.88,60.24400000000001,Cross-group regional website,Garciaside,0,Israel,2016-02-17 11:42:00,1
4.497999999999999,49,52336.64,51.724000000000004,Organized global model,Port Sarahshire,0,Svalbard & Jan Mayen Islands,2016-04-10 00:13:47,1
7.763,29,56113.37,95.688,Upgradable asynchronous circuit,Port Gregory,0,Azerbaijan,2016-02-14 17:05:15,0
4.182,41,24852.9,62.544000000000004,Phased transitional instruction set,Brendachester,0,Iran,2016-05-26 22:49:47,1
8.561,27,47708.42,73.372,Customer-focused empowering ability,Lake Amy,0,Burundi,2016-04-30 08:07:13,0
8.584,34,64654.66,77.172,Front-line heuristic data-warehouse,Lake Annashire,1,Saint Vincent and the Grenadines,2016-06-15 05:30:13,0
7.208,29,71228.44,67.8,Stand-alone national attitude,Smithburgh,0,Burundi,2016-03-09 14:45:33,0
8.606,32,61601.05,71.568,Focused upward-trending core,North Leonmouth,1,Bulgaria,2016-03-31 20:55:22,0
4.596,45,66281.46,56.488,Streamlined cohesive conglomeration,Robertfurt,0,Christmas Island,2016-06-03 00:55:23,1
6.242,29,73910.9,79.4,Upgradable optimizing toolset,Jasminefort,1,Canada,2016-03-10 23:36:03,0
6.389,40,51317.33,42.088,Synchronized user-facing core,Jensenborough,0,Rwanda,2016-01-08 00:17:27,1
3.533,32,51510.18,80.088,Organized client-driven alliance,Bradleyburgh,0,Turks and Caicos Islands,2016-06-05 22:11:34,1
7.574,25,61005.87,86.1,Ergonomic multi-state structure,New Sheila,1,Tunisia,2016-01-16 11:35:01,0
7.853,34,32536.98,52.688,Synergized multimedia emulation,North Regina,0,Norfolk Island,2016-04-22 20:10:22,1
4.613,31,60248.97,55.604,Customer-focused optimizing moderator,Davidmouth,0,Bouvet Island (Bouvetoya),2016-02-01 09:00:55,1
6.901000000000001,46,74543.81,89.05199999999999,Advanced full-range migration,New Michaeltown,0,Turks and Caicos Islands,2016-07-07 13:37:34,0
5.535,39,75509.61,61.267999999999994,De-engineered object-oriented protocol,East Tammie,1,Cook Islands,2016-03-08 00:37:54,1
3.321,43,42650.32,66.828,Polarized clear-thinking budgetary management,Wilcoxport,1,Turkey,2016-05-10 17:39:06,1
3.846,42,58183.04,58.391999999999996,Customizable 6thgeneration knowledge user,East Michaelmouth,1,Guatemala,2016-04-06 11:24:21,1
6.409999999999999,22,60465.72,86.372,Seamless object-oriented structure,East Tiffanyport,0,Cote d'Ivoire,2016-04-01 16:21:05,0
4.981,35,57009.76,48.024,Seamless real-time array,Ramirezhaven,1,Faroe Islands,2016-01-05 04:18:46,1
8.273,33,54541.56,95.596,Grass-roots impactful system engine,Cranemouth,1,Qatar,2016-05-20 21:31:24,0
5.614,38,32689.04,45.412,Devolved tangible approach,Lake Edward,1,Ireland,2016-02-03 07:59:16,1
5.513,45,55605.92,44.684,Customizable executive software,Lake Conniefurt,0,Ukraine,2016-02-17 21:55:29,1
7.811,27,63296.87,83.7,Progressive analyzing attitude,East Shawnchester,1,Moldova,2016-01-30 16:10:04,0
7.345999999999999,28,65653.47,89.1,Innovative executive encoding,West Joseph,1,Nicaragua,2016-05-15 14:41:49,0
5.664,38,61652.53,46.364,Down-sized uniform info-mediaries,Lake Christopherfurt,0,Montserrat,2016-01-05 17:56:52,1
6.894,54,30726.26,55.484,Streamlined next generation implementation,East Tylershire,0,Timor-Leste,2016-04-19 07:34:28,1
7.079000000000001,31,74535.94,73.64,Distributed tertiary system engine,Sharpberg,0,Bouvet Island (Bouvetoya),2016-03-15 15:49:14,0
5.776,41,47861.93,42.06,Triple-buffered scalable groupware,Lake Dustin,0,Puerto Rico,2016-06-12 15:25:44,1
7.751,36,73600.28,80.22,Total 5thgeneration encoding,North Kristine,0,Central African Republic,2016-07-01 04:41:57,0
5.2700000000000005,34,58543.94,47.44,Integrated human-resource encoding,Grahamberg,1,Venezuela,2016-05-08 12:12:04,1
5.7700000000000005,34,42696.67,43.628,Phased dynamic customer loyalty,New Tina,0,Australia,2016-03-14 23:13:11,1
5.689,37,37334.78,43.716,Open-source coherent policy,Nelsonfurt,1,Wallis and Futuna,2016-05-25 00:19:57,1
6.99,43,71392.53,55.339999999999996,Down-sized modular intranet,Christopherport,0,Jersey,2016-05-13 11:51:10,1
5.579,24,59550.05,59.867999999999995,Pre-emptive content-based focus group,Port Sarahhaven,0,Puerto Rico,2016-02-20 20:47:05,1
7.003,26,64264.25,91.088,Versatile 4thgeneration system engine,Bradleyborough,1,Samoa,2016-05-22 20:49:37,0
5.008,40,64147.86,50.339999999999996,Ergonomic full-range time-frame,Whiteport,1,Greece,2016-04-10 02:02:36,1
4.367,31,25686.34,66.51599999999999,Automated directional function,New Theresa,1,Antarctica (the territory South of 60 deg S),2016-02-28 06:41:44,1
7.284000000000001,26,52968.22,95.452,Progressive empowering alliance,Wongland,0,Albania,2016-07-08 21:18:32,0
4.572,36,22473.08,61.608000000000004,Versatile homogeneous capacity,Williammouth,1,Hong Kong,2016-04-19 15:14:58,1
3.9939999999999998,41,64927.19,62.52,Function-based optimizing protocol,Williamsborough,0,Lithuania,2016-01-08 22:47:10,1
3.561,46,51868.85,63.288,Up-sized secondary software,North Michael,0,Egypt,2016-03-28 08:46:26,1
7.970999999999999,34,69456.83,84.66,Seamless holistic time-frame,Benjaminchester,1,Bangladesh,2016-07-02 14:57:53,0
4.149,53,31947.65,67.672,Persevering reciprocal firmware,Hernandezville,0,Western Sahara,2016-07-03 09:22:30,1
6.36,23,51864.77,94.112,Centralized logistical secured line,Youngburgh,1,Serbia,2016-06-01 09:27:34,0
8.991,40,59593.56,77.692,Innovative background conglomeration,Wallacechester,0,Maldives,2016-07-09 14:55:36,0
6.8180000000000005,21,48376.14,87.268,Switchable 3rdgeneration hub,Sanchezmouth,1,Czech Republic,2016-02-09 22:04:54,0
6.648999999999999,20,56884.74,80.864,Polarized 6thgeneration info-mediaries,Bradshawborough,0,Guernsey,2016-06-10 11:31:33,0
8.049,40,67186.54,91.648,Balanced heuristic approach,Amyhaven,1,Tanzania,2016-02-14 03:50:52,0
7.223000000000001,25,46557.92,96.412,Focused 24hour implementation,Marcushaven,1,Bhutan,2016-07-05 17:17:49,0
4.239,42,66541.05,60.396,De-engineered mobile infrastructure,Erinton,0,Christmas Island,2016-04-28 05:50:25,1
4.753,30,33258.09,54.072,Customer-focused upward-trending contingency,Hughesport,0,Guinea,2016-04-03 05:10:31,1
7.401999999999999,32,72272.9,84.216,Operative system-worthy protocol,Johnstad,0,Micronesia,2016-03-09 14:57:11,0
6.662999999999999,60,60333.38,70.792,User-friendly upward-trending intranet,New Lucasburgh,0,Madagascar,2016-01-16 23:37:51,1
6.324,53,65229.13,94.312,Future-proofed holistic superstructure,Michelleside,1,Lebanon,2016-07-03 04:33:41,1
7.1,22,56067.38,84.748,Extended systemic policy,Andersonton,0,Eritrea,2016-03-14 06:46:14,0
4.613,46,37838.72,49.456,Horizontal hybrid challenge,New Rachel,1,Guyana,2016-01-09 05:44:56,1
6.9,32,72683.35,88.48400000000001,Virtual composite model,Port Susan,1,Trinidad and Tobago,2016-02-11 04:37:34,0
7.699,31,56729.78,97.736,Switchable mobile framework,West Angelabury,1,Jersey,2016-06-22 07:33:21,0
7.26,55,66815.54,65.17999999999999,Focused intangible moderator,Port Christopherborough,0,United Arab Emirates,2016-07-13 16:12:24,1
6.188000000000001,42,60223.52,44.876,Balanced actuating moderator,Phillipsbury,1,Martinique,2016-07-23 11:46:28,1
8.445,50,29727.79,82.872,Customer-focused transitional strategy,Millerside,0,Somalia,2016-07-13 04:10:53,1
8.897,45,49269.98,60.996,Advanced web-enabled standardization,Lake Jessica,0,Bhutan,2016-06-11 18:32:12,1
8.619,31,57669.41,84.104,Pre-emptive executive knowledgebase,Lopezmouth,1,Greece,2016-05-08 12:51:00,0
4.958,26,56791.75,92.776,Self-enabling holistic process improvement,Johnsport,0,Benin,2016-04-07 16:02:02,0
7.765000000000001,27,63274.88,85.116,Horizontal client-driven hierarchy,South Ronald,0,Papua New Guinea,2016-02-04 13:30:32,0
3.775,36,35466.8,90.096,Polarized dynamic throughput,South Daniel,0,Uzbekistan,2016-02-26 19:48:23,1
6.233,43,68787.09,50.844,Devolved zero administration intranet,Suzannetown,0,South Africa,2016-06-21 13:15:21,1
7.956999999999999,31,61227.59,92.372,User-friendly asymmetric info-mediaries,Lisaberg,0,Egypt,2016-05-17 04:27:31,0
8.031,44,56366.88,50.827999999999996,Cross-platform regional task-force,Brianfurt,0,Hungary,2016-04-18 15:54:33,1
8.905,45,57868.44,82.792,Polarized bandwidth-monitored moratorium,Stewartbury,0,Falkland Islands (Malvinas),2016-04-03 10:07:56,0
7.0409999999999995,27,66618.21,89.212,Centralized systematic knowledgebase,Benjaminchester,0,Dominica,2016-04-04 21:30:46,0
6.736,37,73104.47,93.424,Future-proofed grid-enabled implementation,North Wesleychester,0,Jersey,2016-07-06 16:00:33,0
4.6979999999999995,50,21644.91,70.148,Down-sized well-modulated archive,East Michelleberg,0,Lithuania,2016-05-04 09:00:24,1
4.167,36,53817.02,53.02,Realigned zero tolerance emulation,Port Eric,0,Saint Martin,2016-06-13 18:50:00,1
5.1240000000000006,36,76368.31,70.692,Versatile transitional monitoring,Timothyfurt,0,Cuba,2016-01-03 16:01:40,1
7.57,29,67633.44,86.176,Profound zero administration instruction set,Port Jeffrey,0,United States Minor Outlying Islands,2016-01-14 00:23:10,0
4.349,47,50335.46,51.132,User-centric intangible task-force,Guzmanland,0,Belize,2016-01-12 10:07:29,1
4.989,39,17709.98,64.012,Enhanced system-worthy application,East Michele,1,Belize,2016-04-16 12:09:25,1
3.8369999999999997,36,41229.16,56.184000000000005,Multi-layered user-facing paradigm,East John,0,Antarctica (the territory South of 60 deg S),2016-05-13 06:09:28,1
3.8520000000000003,38,42581.23,54.912,Customer-focused 24/7 concept,Lesliebury,1,Saint Vincent and the Grenadines,2016-03-27 23:59:06,1
7.189,23,61617.98,69.124,Function-based transitional complexity,Patriciahaven,1,Kuwait,2016-02-03 23:47:56,0
7.58,38,70575.6,58.476,Progressive clear-thinking open architecture,Ashleychester,1,Thailand,2016-04-18 11:23:05,0
8.386,31,64122.36,76.1,Up-sized executive moderator,Lake Josetown,0,Gibraltar,2016-02-05 19:06:01,0
3.751,30,52097.32,65.2,Re-contextualized optimal service-desk,Debraburgh,1,Holy See (Vatican City State),2016-03-21 18:46:41,1
5.5600000000000005,44,65953.76,49.751999999999995,Fully-configurable neutral open system,New Debbiestad,1,Korea,2016-06-14 11:59:58,1
8.367,44,60192.72,93.704,Upgradable system-worthy array,West Shaun,1,Saint Helena,2016-02-06 23:08:57,0
6.9079999999999995,41,77460.07,84.24,Ergonomic client-driven application,Kimberlyhaven,0,Turks and Caicos Islands,2016-03-12 01:39:19,0
3.747,44,45716.48,56.75599999999999,Realigned content-based leverage,Port Lawrence,1,Czech Republic,2016-01-26 03:56:18,1
5.604,49,65120.86,51.58,Decentralized real-time circuit,West Ricardo,1,Netherlands,2016-02-07 08:02:31,1
7.0920000000000005,41,49995.63,43.263999999999996,Polarized modular function,Lake Jose,1,Belarus,2016-05-05 07:58:22,1
4.978,46,71718.51,60.896,Enterprise-wide client-driven contingency,Heatherberg,0,Dominica,2016-06-29 02:43:29,1
6.861,57,61770.34,60.116,Diverse modular interface,South George,0,South Africa,2016-04-10 19:48:01,1
5.818,25,69112.84,70.512,Polarized analyzing concept,Tinachester,1,New Zealand,2016-02-10 06:37:56,0
7.854000000000001,35,72524.86,68.84,Multi-channeled asynchronous open system,Port Jodi,0,Togo,2016-05-28 20:41:50,0
3.7,48,36782.38,63.288,Function-based context-sensitive secured line,Jonathantown,1,Kenya,2016-03-24 06:36:52,1
6.540000000000001,33,66699.12,98.924,Adaptive 24hour Graphic Interface,Sylviaview,0,Palau,2016-02-12 22:51:08,0
7.952,27,64287.78,73.392,Automated coherent flexibility,East Timothyport,1,Timor-Leste,2016-06-10 10:11:00,0
8.798,38,56637.59,88.84400000000001,Focused scalable complexity,West Roytown,1,Cambodia,2016-03-31 10:44:46,0
4.464,36,55787.58,50.804,Up-sized incremental encryption,Codyburgh,0,Belize,2016-02-14 06:51:43,1
4.173,28,61142.33,80.872,Sharable dedicated Graphic Interface,Port Erikhaven,1,Cuba,2016-01-07 19:16:05,1
8.046,27,61625.87,83.184,Digitized zero administration paradigm,Port Chasemouth,1,Costa Rica,2016-02-04 02:13:52,0
7.555,36,73234.87,63.696000000000005,Managed grid-enabled standardization,Ramirezside,0,Liechtenstein,2016-05-09 02:58:58,1
7.632,35,74166.24,78.124,Networked foreground definition,East Michaeltown,1,Korea,2016-06-23 00:16:02,0
8.268,33,62669.59,89.108,Re-engineered exuding frame,West Courtney,1,Ukraine,2016-06-20 09:35:02,0
7.2010000000000005,31,57756.89,100.4,Horizontal multi-state interface,West Michaelhaven,0,Angola,2016-02-29 12:31:57,0
7.583,24,58019.64,64.976,Diverse stable circuit,Walshhaven,0,Nauru,2016-01-17 15:10:31,0
4.128,50,50960.08,56.15599999999999,Universal 24/7 implementation,East Rachelview,0,Equatorial Guinea,2016-01-29 03:54:19,1
3.4659999999999997,32,48246.6,77.932,Customer-focused multi-tasking Internet solution,Curtisport,0,Mongolia,2016-07-14 12:07:10,1
6.618,55,28271.84,57.367999999999995,Vision-oriented contextually-based extranet,Frankbury,0,Svalbard & Jan Mayen Islands,2016-01-10 23:14:30,1
8.606,31,53767.12,87.888,Extended local methodology,Timothytown,1,Timor-Leste,2016-04-28 18:34:56,0
5.9590000000000005,42,43662.1,41.912,Re-engineered demand-driven capacity,Samanthaland,1,Brazil,2016-07-06 18:36:01,1
8.669,34,62238.58,79.424,Customer-focused attitude-oriented instruction set,South Jennifer,0,Chad,2016-05-27 06:19:27,0
4.377000000000001,52,49030.03,55.42,Synergized hybrid time-frame,Kyleborough,1,Portugal,2016-01-25 07:39:41,1
7.184,47,76003.47,79.916,Advanced exuding conglomeration,North Randy,1,Malawi,2016-05-08 22:47:18,0
8.023,31,68094.85,78.49199999999999,Secured clear-thinking middleware,South Daniellefort,0,Qatar,2016-03-19 14:23:45,0
7.441,26,64395.85,65.22,Right-sized value-added initiative,Dianashire,0,Singapore,2016-07-23 04:37:05,0
6.336,48,70053.27,54.972,Centralized tertiary pricing structure,East Eric,0,Guinea,2016-06-23 01:22:43,1
7.1739999999999995,35,72423.97,91.024,Multi-channeled reciprocal artificial intelligence,Hammondport,0,Kazakhstan,2016-07-19 18:06:22,0
6.072,44,42995.8,42.275999999999996,Synergized context-sensitive database,Jacobstad,0,Kuwait,2016-02-28 18:52:44,1
7.204000000000001,22,60309.58,79.772,Realigned systematic function,Hernandezfort,0,Rwanda,2016-02-10 06:52:07,0
4.457,31,38349.78,53.267999999999994,Adaptive context-sensitive application,Joneston,1,China,2016-03-27 09:11:10,1
8.586,34,63115.34,83.292,Networked high-level structure,New Jeffreychester,0,Bouvet Island (Bouvetoya),2016-05-23 02:15:04,0
3.9850000000000003,38,31343.39,58.384,Profit-focused dedicated utilization,East Stephen,0,Vietnam,2016-01-03 03:22:15,1
8.453,27,40763.13,67.336,Stand-alone tangible moderator,Turnerchester,0,Guatemala,2016-01-04 21:48:38,1
6.295,60,36752.24,62.815999999999995,Polarized tangible collaboration,Youngfort,0,Peru,2016-05-24 13:30:38,1
6.758,41,65044.59,102.244,Focused high-level conglomeration,Ingramberg,1,Mayotte,2016-02-01 19:42:40,0
8.556000000000001,29,53673.08,84.184,Advanced modular Local Area Network,South Denisefurt,0,Samoa,2016-06-05 13:16:24,0
4.688000000000001,54,43444.86,54.65599999999999,Virtual scalable secured line,Port Melissaberg,0,Singapore,2016-02-04 08:53:37,1
4.631,57,44248.52,61.592,Front-line fault-tolerant intranet,Bernardton,1,Jamaica,2016-03-24 13:37:53,1
7.795,31,62572.88,93.46000000000001,Inverse asymmetric instruction set,Port Mathew,1,Bahamas,2016-06-02 21:02:22,0
8.473,30,39840.55,61.504,Synchronized leadingedge help-desk,Aliciatown,0,Canada,2016-02-21 07:42:48,1
3.9859999999999998,36,32593.59,58.339999999999996,Total 5thgeneration standardization,Josephstad,0,Algeria,2016-06-26 17:16:26,1
5.008,30,41629.86,49.564,Sharable grid-enabled matrix,West Ericfurt,0,Fiji,2016-01-03 05:34:33,1
6.023,35,43313.73,42.744,Balanced asynchronous hierarchy,New Brendafurt,0,Kenya,2016-03-08 18:00:43,1
6.07,49,42993.48,44.227999999999994,Monitored object-oriented Graphic Interface,Port Julie,1,Argentina,2016-06-19 03:19:44,1
4.367,53,46004.31,57.516,Cloned analyzing artificial intelligence,South Tiffanyton,1,Bouvet Island (Bouvetoya),2016-07-21 21:16:35,1
7.720000000000001,33,49325.48,101.62,Persistent homogeneous framework,North Elizabeth,1,Philippines,2016-02-12 20:36:40,0
7.186,32,51633.34,46.612,Face-to-face even-keeled website,Kentmouth,0,Senegal,2016-05-17 06:14:20,1
4.478,45,63363.04,54.896,Extended context-sensitive monitoring,West Casey,1,Suriname,2016-07-09 11:04:54,1
7.856999999999999,36,64045.93,95.728,Exclusive client-driven model,East Henry,1,Liberia,2016-03-27 02:35:29,0
7.340999999999999,31,73049.3,80.50399999999999,Profound executive flexibility,Hollyfurt,1,Guam,2016-01-16 08:01:40,0
7.705,27,66624.6,76.45599999999999,Reduced bi-directional strategy,North Anna,0,United Arab Emirates,2016-01-21 23:48:29,0
6.640000000000001,40,77567.85,85.768,Digitized heuristic solution,Port Destiny,0,Antigua and Barbuda,2016-06-05 00:29:13,0
6.935,29,53431.35,101.108,Seamless 4thgeneration contingency,Ianmouth,1,Argentina,2016-02-13 15:37:36,0
3.565,40,31265.75,69.03200000000001,Seamless intangible secured line,North Johntown,1,Georgia,2016-05-10 07:22:37,1
7.0040000000000004,31,74780.74,73.53999999999999,Intuitive radical forecast,Hannahside,1,Jordan,2016-03-27 03:59:26,0
6.978,29,70410.11,87.51599999999999,Multi-layered non-volatile Graphical User Interface,Wilsonburgh,0,Saudi Arabia,2016-05-24 18:35:58,0
5.822,29,37345.24,48.36,User-friendly client-server instruction set,North Russellborough,0,South Africa,2016-02-11 02:40:02,1
7.69,28,66107.84,85.068,Synchronized multimedia model,Murphymouth,0,Croatia,2016-04-22 08:31:24,0
8.408,30,62336.39,74.944,Face-to-face intermediate approach,Carterburgh,1,Fiji,2016-01-13 02:58:27,0
5.951,58,39132.64,56.33200000000001,Assimilated fault-tolerant hub,Penatown,0,Australia,2016-06-16 02:01:24,1
4.015,38,38745.29,53.952,Exclusive disintermediate task-force,Joechester,1,Sao Tome and Principe,2016-06-27 18:37:04,1
7.681,28,65172.22,87.14,Managed zero tolerance concept,East Paul,1,Fiji,2016-07-03 12:57:03,0
4.189,38,68519.96,65.352,Compatible systemic function,Hartmanchester,0,Cyprus,2016-02-03 04:21:14,1
7.687,27,54774.77,94.14,Configurable fault-tolerant monitoring,Mcdonaldfort,1,Kyrgyz Republic,2016-05-29 21:17:10,0
6.728,43,76246.96,62.32000000000001,Future-proofed coherent hardware,North Mercedes,1,Pakistan,2016-04-03 21:13:46,1
8.198,40,65461.92,91.688,Ameliorated upward-trending definition,Taylorberg,0,Seychelles,2016-04-15 11:51:14,0
6.601000000000001,23,34127.21,60.779999999999994,Front-line tangible alliance,Hansenmouth,0,Samoa,2016-06-21 03:14:41,1
6.157,53,35253.98,50.376,Progressive 24hour forecast,Bradyfurt,1,Bulgaria,2016-03-14 14:13:05,1
5.33,34,44893.71,44.775999999999996,Self-enabling optimal initiative,West Jessicahaven,0,Mauritania,2016-05-06 21:07:31,1
3.4869999999999997,40,59621.02,80.092,Configurable logistical Graphical User Interface,Davilachester,0,Czech Republic,2016-06-12 17:52:43,1
4.36,38,20856.54,68.196,Virtual bandwidth-monitored initiative,North Ricardotown,0,Chile,2016-01-11 07:36:22,1
7.787999999999999,37,55353.41,101.828,Multi-tiered human-resource structure,Melissafurt,0,Poland,2016-07-02 00:24:22,0
7.583,27,67516.07,80.236,Managed upward-trending instruction set,East Brianberg,0,Estonia,2016-03-04 10:13:48,0
4.995,39,68737.75,54.636,Cloned object-oriented benchmark,Millerbury,0,Turkmenistan,2016-03-24 09:12:52,1
6.093999999999999,41,76893.84,61.988,Fundamental fault-tolerant neural-net,Garciaview,0,Latvia,2016-02-14 07:30:24,1
8.915000000000001,42,59886.58,68.428,Phased zero administration success,Townsendfurt,0,Fiji,2016-04-25 07:30:21,0
7.87,30,53441.69,53.596000000000004,Compatible intangible customer loyalty,Williamstad,0,Turkey,2016-02-10 19:20:51,1
5.735,29,41356.31,47.936,Distributed 3rdgeneration definition,West Connor,0,Kazakhstan,2016-04-23 14:34:38,1
